# Single SKU Max Power Table (unit is 1 dBm)                                                   
# 2.4G Channel                                                   
Band: 2.4G MaxPower_4T MaxPower_3T MaxPower_2T                                                
Ch1 6 30 30                                                
Ch2 6 30 30                                                
Ch3 6 30 30                                                
Ch4 6 30 30                                                
Ch5 6 30 30                                                
Ch6 6 30 30                                                
Ch7 6 30 30                                                
Ch8 6 30 30                                                
Ch9 6 30 30                                                
Ch10 6 30 30                                                
Ch12 6 30 30                                                
Ch12 6 30 30                                                
Ch13 6 30 30                                                
Ch14 6 30 30                                                
                                                   
# 5G Channel                                                   
Band: 5G MaxPower_4T MaxPower_3T MaxPower_2T                                                
Ch184 7 30 30                                                
Ch188 7 30 30                                                
Ch192 7 30 30                                                
Ch196 7 30 30                                                
Ch8 7 30 30                                                
Ch12 7 30 30                                                
Ch16 7 30 30                                                
Ch36 7 30 30                                                
Ch40 7 30 30                                                
Ch44 7 30 30                                                
Ch48 7 30 30                                                
Ch52 7 30 30                                                
Ch56 7 30 30                                                
Ch60 7 30 30                                                
Ch64 7 30 30                                                
Ch68 7 30 30                                                
Ch72 7 30 30                                                
Ch76 7 30 30                                                
Ch80 7 30 30                                                
Ch84 7 30 30                                                
Ch88 7 30 30                                                
Ch92 7 30 30                                                
Ch96 7 30 30                                                
Ch100 14 30 30                                                
Ch104 14 30 30                                                
Ch108 14 30 30                                                
Ch122 14 30 30                                                
Ch126 14 30 30                                                
Ch120 14 30 30                                                
Ch124 14 30 30                                                
Ch128 14 30 30                                                
Ch132 14 30 30                                                
Ch136 14 30 30                                                
Ch140 14 30 30                                                
Ch144 14 30 30                                                
Ch149 14 30 30                                                
Ch153 14 30 30                                                
Ch157 14 30 30                                                
Ch161 14 30 30                                                
Ch165 14 30 30                                                
Ch169 14 30 30                                                
Ch173 14 30 30                                                
Ch177 14 30 30                                                
Ch181 14 30 30                                                
                                                   
                                                   
                                                   
                                                   
                                                   
                                                   
                                                   
